doubling every two days;doubling every 10 days;doubling every 30 days;Italy;US;China;Germany;India;date
;;;4284332.0;34718965.0;112943.0;3754511.0;31895385.0;510
;;;4287458.0;34792541.0;112997.0;3755898.0;31934455.0;511
;;;4289528.0;34865086.0;113040.0;3756856.0;31969954.0;512
;;;4293083.0;35056531.0;113094.0;3758401.0;31998158.0;513
;;;4297337.0;35100422.0;113157.0;3761169.0;32036511.0;514
;;;4302393.0;35144991.0;113186.0;3764311.0;32077706.0;515
;;;4307535.0;35253352.0;113229.0;3766765.0;32117826.0;516
;;;4312673.0;35351106.0;113278.0;3769165.0;32156493.0;517
;;;4317415.0;35453552.0;113305.0;3771262.0;32192576.0;518
;;;4320530.0;35563239.0;113347.0;3772109.0;32225513.0;519
;;;4325046.0;35815135.0;113394.0;3773875.0;32250679.0;520
;;;4330739.0;35878140.0;113431.0;3777446.0;32285857.0;521
;;;4336906.0;35913016.0;113478.0;3780985.0;32322258.0;522
;;;4343519.0;36072803.0;113519.0;3784433.0;32358829.0;523
;;;4350028.0;36190605.0;113555.0;3787639.0;32393286.0;524
;;;4355348.0;36345057.0;113577.0;3790766.0;32424234.0;525
;;;4358533.0;36489143.0;113614.0;3791949.0;32449306.0;526
;;;4363374.0;36715949.0;113667.0;3794429.0;32474773.0;527
;;;4369964.0;36789016.0;113694.0;3799425.0;32512366.0;528
;;;4377188.0;36835804.0;113735.0;3805063.0;32558530.0;529
;;;4383787.0;37030159.0;113771.0;3810641.0;32603188.0;530
;;;4390684.0;37180751.0;113854.0;3816285.0;32649947.0;531
;;;4396417.0;37348354.0;113910.0;3821013.0;32695030.0;532
;;;4400617.0;37503575.0;113943.0;3823139.0;32737939.0;533
;;;4406241.0;37742650.0;113992.0;3827051.0;32768880.0;534
;;;4413162.0;37834846.0;114006.0;3835375.0;32810845.0;535
;;;4420429.0;37879049.0;114074.0;3843775.0;32857937.0;536
;;;4427827.0;38087274.0;114112.0;3853055.0;32903289.0;537
;;;4435008.0;38241736.0;114156.0;3861147.0;32945907.0;538
;;;4440669.0;38420719.0;114193.0;3868197.0;32988673.0;539
;;;4444338.0;38604490.0;114236.0;3871865.0;33027621.0;540
;;;4449606.0;38843162.0;114286.0;3877612.0;33058843.0;541
;;;4456765.0;38922051.0;114330.0;3889173.0;33096718.0;542
;;;4464005.0;38974063.0;114386.0;3901799.0;33139981.0;543
;;;4471225.0;39203277.0;114464.0;3913828.0;33174954.0;544
;;;4478691.0;39383238.0;114489.0;3924131.0;33208330.0;545
;;;4484613.0;39573756.0;114589.0;3932547.0;33236921.0;546
;;;4488779.0;39752892.0;114648.0;3937106.0;33264175.0;547
;;;4494857.0;39988336.0;114711.0;3942856.0;33289579.0;548
;;;4502396.0;40074244.0;114763.0;3956387.0;33316755.0;549
;;;4509611.0;40137749.0;114853.0;3970102.0;33347325.0;550
;;;4517434.0;40231491.0;114935.0;3984353.0;33381728.0;551
;;;4524292.0;40440659.0;115032.0;3995188.0;33417390.0;552
;;;4530246.0;40617585.0;115090.0;4005641.0;33448163.0;553
;;;4534499.0;40784004.0;115170.0;4010390.0;33478419.0;554
;;;4539991.0;41026016.0;115248.0;4017116.0;33504534.0;555
;;;4546487.0;41115147.0;115341.0;4030681.0;33531498.0;556
;;;4553241.0;41163499.0;115473.0;4046112.0;33563421.0;557
;;;4559970.0;41374278.0;115619.0;4059081.0;33594803.0;558
;;;4566126.0;41519682.0;115760.0;4070295.0;33624419.0;559
;;;4571440.0;41692935.0;115854.0;4077640.0;33652745.0;560
;;;4574787.0;41851714.0;116037.0;4083151.0;33678786.0;561
;;;4579502.0;42062577.0;116198.0;4089476.0;33697581.0;562
;;;4585423.0;42137550.0;116327.0;4101931.0;33716451.0;563
;;;4590941.0;42182422.0;116460.0;4114856.0;33739980.0;564
;;;4596558.0;42354226.0;116601.0;4125878.0;33766707.0;565
;;;4601749.0;42475964.0;116710.0;4134779.0;33791061.0;566
;;;4606413.0;42607315.0;116803.0;4142116.0;33813903.0;567
;;;4609205.0;42736482.0;116944.0;4145852.0;33834702.0;568
;;;4613214.0;42911248.0;117016.0;4150516.0;33853048.0;569
;;;4618040.0;42971743.0;117083.0;4160970.0;33871881.0;570
;;;4623155.0;43026060.0;117160.0;4171666.0;33894312.0;571
;;;4627699.0;43182007.0;117216.0;4181393.0;33915569.0;572
;;;4632275.0;43294759.0;117263.0;4188604.0;33935309.0;573
;;;4636111.0;43416148.0;117329.0;4196378.0;33953475.0;574
;;;4638516.0;43526534.0;117391.0;4199400.0;33971607.0;575
;;;4641890.0;43681364.0;117441.0;4203571.0;33985920.0;576
;;;4645853.0;43729568.0;117493.0;4215351.0;34001743.0;577
;;;4649906.0;43774347.0;117538.0;4227501.0;34020730.0;578
;;;4653696.0;43917262.0;117591.0;4237619.0;34037592.0;579
;;;4657215.0;44012495.0;117622.0;4246136.0;34053573.0;580
;;;4660314.0;44124669.0;117661.0;4252300.0;34067719.0;581
;;;4662087.0;44226197.0;117711.0;4255388.0;34081315.0;582
;;;4665049.0;44357613.0;117768.0;4260187.0;34094373.0;583
;;;4668261.0;44396440.0;117813.0;4271734.0;34108996.0;584
;;;4672355.0;44436110.0;117859.0;4283378.0;34127450.0;585
;;;4675758.0;44532173.0;117919.0;4293807.0;34143236.0;586
;;;4679067.0;44642779.0;117950.0;4302661.0;34159562.0;587
;;;4682034.0;44751242.0;117991.0;4310273.0;34175468.0;588
;;;4683646.0;44838188.0;118037.0;4313384.0;34189774.0;589
;;;4686109.0;44947669.0;118082.0;4318355.0;34202202.0;590
;;;4689341.0;44987453.0;118126.0;4330258.0;34215653.0;591
;;;4692274.0;45019110.0;118172.0;4342640.0;34231809.0;592
;;;4695291.0;45118061.0;118223.0;4354158.0;34246157.0;593
;;;4698038.0;45199978.0;118255.0;4365107.0;34260470.0;594
;;;4700316.0;45291598.0;118296.0;4373789.0;34273300.0;595
;;;4701832.0;45369682.0;118321.0;4377845.0;34285814.0;596
;;;4704318.0;45465634.0;118371.0;4384616.0;34296237.0;597
;;;4707087.0;45498054.0;118437.0;4401631.0;34308140.0;598
;;;4709753.0;45517224.0;118528.0;4417708.0;34321025.0;599
;;;4712482.0;45629796.0;118646.0;4437280.0;34333754.0;600
;;;4715464.0;45696453.0;118724.0;4452425.0;34344683.0;601
;;;4717899.0;45799015.0;118808.0;4466157.0;34355509.0;602
;;;4719493.0;45874110.0;118892.0;4472730.0;34366987.0;603
;;;4722188.0;45969216.0;118958.0;4483203.0;34377113.0;604
;;;4725887.0;46003511.0;119038.0;4506415.0;34388579.0;605
;;;4729678.0;46035837.0;119101.0;4534452.0;34401670.0;606
;;;4733557.0;46149089.0;119188.0;4559120.0;34414186.0;607
;;;4737462.0;46217836.0;119239.0;4580663.0;34426036.0;608
;;;4741185.0;46303430.0;119290.0;4597550.0;34437307.0;609
;;;4743720.0;46384868.0;119360.0;4607208.0;34447536.0;610
;;;4747773.0;46481725.0;119418.0;4618021.0;34456401.0;611
;;;4752368.0;46516587.0;119471.0;4638419.0;34466598.0;612
;;;4757231.0;46553415.0;119526.0;4672368.0;34478517.0;613
;;;4762563.0;46664163.0;119578.0;4709488.0;34489623.0;614
;;;4767440.0;46742524.0;119624.0;4743490.0;34499925.0;615
;;;4771965.0;46837594.0;119670.0;4767033.0;34510413.0;616
;;;4774783.0;46895238.0;119726.0;4782546.0;34518901.0;617
;;;4777614.0;47038748.0;119790.0;4804378.0;34526480.0;618
;;;4782802.0;47082700.0;119832.0;4844054.0;34535763.0;619
;;;4788704.0;47114612.0;119872.0;4894250.0;34544882.0;620
;;;4795465.0;47248648.0;119916.0;4942890.0;34555431.0;621
;;;4802225.0;47335919.0;119965.0;4987971.0;34563749.0;622
;;;4808047.0;47448766.0;120007.0;5021469.0;34572523.0;623
;;;4812594.0;47558594.0;120048.0;5045076.0;34580832.0;624
;;;4818705.0;47685469.0;120081.0;5077124.0;34587822.0;625
;;;4826738.0;47730830.0;120102.0;5129950.0;34596776.0;626
;;;4835435.0;47770662.0;120169.0;5195321.0;34606541.0;627
;;;4843957.0;47915277.0;120195.0;5248291.0;34615757.0;628
;;;4852496.0;48006622.0;120234.0;5312215.0;34624360.0;629
;;;4860061.0;48118202.0;120278.0;5354942.0;34624360.0;630
;;;4865260.0;48157521.0;120304.0;5385585.0;34641561.0;631
;;;4873075.0;48210942.0;120349.0;5430911.0;34648383.0;632
;;;4883242.0;48237480.0;120389.0;5497795.0;34656822.0;633
;;;4893887.0;48280629.0;120426.0;5573756.0;34666241.0;634
;;;4904441.0;48466921.0;120460.0;5650170.0;34674643.0;635
;;;4915981.0;48584027.0;120507.0;5717295.0;34682633.0;636
;;;4925688.0;48721141.0;120550.0;5761696.0;34690510.0;637
;;;4932091.0;48859993.0;120629.0;5791060.0;34697860.0;638
;;;4942135.0;49018605.0;120701.0;5836813.0;34703644.0;639
;;;4954585.0;49084946.0;120765.0;5903999.0;34710628.0;640
;;;4968341.0;49140130.0;120817.0;5977208.0;34718602.0;641
;;;4982022.0;49317816.0;120872.0;6051560.0;34726049.0;642
;;;4994891.0;49431076.0;120954.0;6116070.0;34726049.0;643
;;;5007818.0;49580988.0;121015.0;6158125.0;34733194.0;644
;;;5015790.0;49705518.0;121102.0;6185961.0;34746838.0;645
;;;5028547.0;49863728.0;121200.0;6222020.0;34752164.0;646
;;;5043620.0;49920316.0;121292.0;6291621.0;34758481.0;647
;;;5060430.0;49972625.0;121396.0;6362232.0;34765976.0;648
;;;5077445.0;50158111.0;121477.0;6423520.0;34772626.0;649
;;;5094072.0;50273149.0;121593.0;6477217.0;34779815.0;650
;;;5109082.0;50416777.0;121714.0;6509863.0;34786802.0;651
;;;5118576.0;50558508.0;121827.0;6531606.0;34793333.0;652
;;;5134318.0;50751164.0;121925.0;6562429.0;34799691.0;653
;;;5152264.0;50830924.0;122022.0;6613730.0;34808886.0;654
;;;5164780.0;50920124.0;122141.0;6670407.0;34822040.0;655
;;;5185270.0;51160166.0;122228.0;6721375.0;34838804.0;656
;;;5206305.0;51339581.0;122345.0;6764188.0;34861579.0;657
;;;5225517.0;51583323.0;122445.0;6793536.0;34889132.0;658
;;;5238221.0;51853085.0;122563.0;6809622.0;34922882.0;659
;;;5258886.0;52101608.0;122658.0;6833050.0;34960261.0;660
;;;5282076.0;52188263.0;122750.0;6878709.0;35018358.0;661
;;;5308180.0;52366649.0;122826.0;6923636.0;35109286.0;662
;;;5336795.0;52867219.0;122855.0;6959067.0;35226386.0;663
;;;5364852.0;53229255.0;122895.0;6981281.0;35368372.0;664
;;;5389155.0;53731367.0;122946.0;6991381.0;35528004.0;665
;;;5405360.0;54322064.0;122994.0;7005289.0;35707727.0;666
;;;5436143.0;54835685.0;123041.0;7026369.0;35875790.0;667
;;;5472469.0;55024448.0;123076.0;7066412.0;36070510.0;668
;;;5517054.0;55310405.0;123123.0;7109182.0;36317927.0;669
;;;5567644.0;56355361.0;123169.0;7150422.0;36582129.0;670
;;;5622431.0;57167584.0;123212.0;7176814.0;36850962.0;671
;;;5647313.0;57830190.0;123252.0;7189329.0;37122164.0;672
;;;5678112.0;58665223.0;123293.0;7207847.0;37380253.0;673
;;;5756412.0;59534979.0;123339.0;7238408.0;37618271.0;674
;;;5854428.0;59932672.0;123376.0;7297320.0;37901241.0;675
;;;5981428.0;60417703.0;123441.0;7361660.0;38218773.0;676
;;;6125683.0;61801616.0;123501.0;7417995.0;38566027.0;677
;;;6266939.0;62589010.0;123638.0;7473884.0;38903731.0;678
;;;6328076.0;63437652.0;123725.0;7510436.0;39237264.0;679
;;;6396110.0;64298999.0;123839.0;7535691.0;39543328.0;680
;;;6566947.0;65179067.0;123956.0;7581381.0;39799202.0;681
;;;6756035.0;65587392.0;124034.0;7661811.0;40085116.0;682
;;;6975465.0;66067198.0;124123.0;7743228.0;40371500.0;683
;;;7083762.0;66742339.0;124262.0;7835451.0;40622709.0;684
;;;7281297.0;67871860.0;124346.0;7913473.0;40858241.0;685
;;;7436939.0;68779993.0;124447.0;7965977.0;41092522.0;686
;;;7554344.0;69512599.0;124549.0;8000122.0;41302440.0;687
;;;7774863.0;70353700.0;124673.0;8074527.0;41469499.0;688
;;;7971068.0;70656216.0;124751.0;8186850.0;41630885.0;689
;;;8155645.0;71021670.0;124856.0;8320386.0;41803318.0;690
;;;8356514.0;71943834.0;124925.0;8460546.0;41952712.0;691
;;;8549450.0;72436931.0;125012.0;8596007.0;42080664.0;692
;;;8706915.0;73061000.0;125112.0;8681447.0;42188138.0;693
;;;8790302.0;73567263.0;125216.0;8744840.0;42272014.0;694
;;;9018425.0;74181343.0;125363.0;8871795.0;42339611.0;695
;;;9219391.0;74359970.0;125475.0;9035795.0;42410976.0;696
;;;9418256.0;74557934.0;125623.0;9238931.0;42478060.0;697
;;;9603856.0;75100179.0;125695.0;9429079.0;42536137.0;698
;;;9781191.0;75425593.0;125835.0;9618245.0;42586544.0;699
;;;9923678.0;75755134.0;125958.0;9737215.0;42631421.0;700
;;;10001344.0;76029946.0;126065.0;9815533.0;42665534.0;701
;;;10212621.0;76384918.0;126233.0;9978146.0;42692943.0;702
;;;10383561.0;76471349.0;126319.0;10186644.0;42723558.0;703
;;;10539601.0;76554826.0;126559.0;10422764.0;42754315.0;704
;;;10683948.0;76901267.0;126937.0;10671602.0;42780235.0;705
;;;10821375.0;77115639.0;127161.0;10889417.0;42802505.0;706
;;;10925485.0;77304046.0;127390.0;11022590.0;42822473.0;707
;;;10983116.0;77475459.0;127623.0;11117857.0;42838524.0;708
;;;11116422.0;77684778.0;127896.0;11287428.0;42851929.0;709
;;;11235745.0;77736645.0;128132.0;11521678.0;42867031.0;710
;;;11348701.0;77794966.0;128259.0;11769540.0;42881179.0;711
;;;11449601.0;77965147.0;128596.0;12009712.0;42894345.0;712
;;;11542793.0;78076319.0;128771.0;12219501.0;42905844.0;713
;;;11621736.0;78191136.0;129064.0;12344661.0;42916117.0;714
;;;11663338.0;78292827.0;129280.0;12421126.0;42924130.0;715
;;;11765767.0;78437997.0;129491.0;12580343.0;42931045.0;716
;;;11847436.0;78469403.0;129738.0;12800315.0;42938599.0;717
;;;11923631.0;78492408.0;129959.0;13035941.0;42945160.0;718
;;;11991109.0;78575298.0;130213.0;13255989.0;42951556.0;719
;;;12053330.0;78664633.0;130497.0;13445094.0;42957477.0;720
;;;12105675.0;78749771.0;130737.0;13563126.0;42962953.0;721
;;;12134451.0;78816843.0;130977.0;13636993.0;42967315.0;722
;;;12205474.0;78891215.0;131184.0;13762895.0;42971308.0;723
;;;12265343.0;78938627.0;131327.0;13971947.0;42975883.0;724
;;;12323398.0;78956847.0;131601.0;14188269.0;42980067.0;725
;;;12377098.0;79055765.0;131796.0;14399012.0;42984261.0;726
;;;12427773.0;79102472.0;131928.0;14574845.0;42987875.0;727
;;;12469975.0;79155873.0;132043.0;14682758.0;42990991.0;728
;;;12494459.0;79204481.0;132148.0;14745107.0;42993494.0;729
;;;12554596.0;79255738.0;132264.0;14867218.0;42996062.0;730
;;;12603758.0;79270657.0;132383.0;15053624.0;42998938.0;731
;;;12651251.0;79283051.0;132597.0;15264297.0;43001477.0;732
;;;12693320.0;79347132.0;132772.0;15481890.0;43004005.0;733
;;;12732680.0;79376887.0;132978.0;15674100.0;43006080.0;734
;;;12764558.0;79414588.0;133209.0;15790989.0;43007841.0;735
;;;12782836.0;79461166.0;133484.0;15869417.0;43009390.0;736
;;;12829972.0;79510871.0;133709.0;16026216.0;43010971.0;737
;;;12867918.0;79521089.0;133939.0;16242070.0;43012749.0;738
;;;12910506.0;79532139.0;134139.0;16504822.0;43014687.0;739
;;;12948859.0;79567523.0;134345.0;16757658.0;43016372.0;740
;;;12990223.0;79591898.0;134564.0;16994744.0;43018032.0;741
;;;13026112.0;79638027.0;134745.0;17141351.0;43019453.0;742
;;;13048774.0;79691199.0;135008.0;17233729.0;43020723.0;743
;;;13109527.0;79722557.0;135216.0;17432617.0;43021982.0;744
;;;13159342.0;79733436.0;135663.0;17695210.0;43023215.0;745
;;;13214498.0;79744887.0;136115.0;17990141.0;43024440.0;746
;;;13268459.0;79787156.0;136880.0;18287986.0;43025775.0;747
;;;13323179.0;79811718.0;137648.0;18548225.0;43027035.0;748
;;;13373207.0;79852729.0;138855.0;18680017.0;43028131.0;749
;;;13402905.0;79895723.0;139968.0;18772331.0;43029044.0;750
;;;13489319.0;79942159.0;141448.0;18994411.0;43029839.0;751
;;;13563466.0;79951593.0;143060.0;19278143.0;43030925.0;752
;;;13645834.0;79963383.0;144519.0;19596530.0;43031958.0;753
;;;13724411.0;80002353.0;146700.0;19893028.0;43033067.0;754
;;;13800179.0;80026534.0;148461.0;20145054.0;43034217.0;755
;;;13861743.0;80065716.0;152856.0;20256278.0;43035271.0;756
;;;13895188.0;80111350.0;159083.0;20323779.0;43036132.0;757
;;;13992092.0;80143568.0;162889.0;20561131.0;43036928.0;758
;;;14070450.0;80155375.0;169170.0;20829608.0;43038016.0;759
;;;14153098.0;80160130.0;175417.0;21357095.0;43039023.0;760
;;;14229495.0;80189034.0;183114.0;21357039.0;43039972.0;761
;;;14304111.0;80214637.0;189565.0;21553495.0;43040947.0;762
;;;14364723.0;80255584.0;198478.0;21668677.0;43042097.0;763
;;;14396283.0;80306222.0;207599.0;21668677.0;43044280.0;764
;;;14496579.0;80381248.0;217932.0;21849074.0;43045527.0;765
;;;14567990.0;80393960.0;292792.0;22265788.0;43047594.0;766
;;;14642354.0;80403492.0;344032.0;22441051.0;43049974.0;767
;;;14719394.0;80443833.0;400569.0;22591726.0;43052425.0;768
;;;14790806.0;80479577.0;456582.0;22647197.0;43054952.0;769
;;;14845815.0;80534967.0;533295.0;22677986.0;43057545.0;770
;;;14877144.0;80585631.0;610697.0;22878428.0;43060086.0;771
;;;14966058.0;80621069.0;683791.0;23017079.0;43060097.0;772
;;;15035943.0;80633405.0;751844.0;23182447.0;43065496.0;773
;;;15106066.0;80640908.0;792163.0;23339311.0;43068799.0;774
;;;15173707.0;80702296.0;829306.0;23376879.0;43072176.0;775
;;;15238128.0;80741558.0;868818.0;23416663.0;43075864.0;776
;;;15292048.0;80810497.0;899945.0;23437145.0;43079188.0;777
;;;15320753.0;80872193.0;932696.0;23459628.0;43082345.0;778
;;;15404809.0;80962245.0;963302.0;23658211.0;43084913.0;779
;;;15467395.0;80981977.0;992569.0;23844536.0;43088118.0;780
;;;15533012.0;80995465.0;1028437.0;24006254.0;43091393.0;781
;;;15595302.0;81065669.0;1057573.0;24141333.0;43094938.0;782
;;;15659835.0;81111019.0;1090400.0;24180512.0;43098743.0;783
;;;15712088.0;81201034.0;1123895.0;24200596.0;43102194.0;784
;;;15730676.0;81278389.0;1147435.0;24337394.0;43105401.0;785
;;;15758002.0;81339578.0;1171570.0;24337394.0;43107689.0;786
;;;15858442.0;81363558.0;1193563.0;24609159.0;43110586.0;787
;;;15934437.0;81380258.0;1210422.0;24710769.0;43113413.0;788
;;;16008181.0;81474963.0;1228883.0;24798067.0;43116254.0;789
;;;16079209.0;81524549.0;1249958.0;24809785.0;43119112.0;790
;;;16136057.0;81636574.0;1266606.0;24813817.0;43121599.0;791
;;;16161339.0;81725122.0;1283788.0;24927339.0;43123801.0;792
;;;16191323.0;81853878.0;1299036.0;25033970.0;43125370.0;793
;;;16279754.0;81881696.0;1313471.0;25130137.0;43127199.0;794
;;;16349788.0;81887457.0;1327092.0;25215210.0;43129563.0;795
;;;16409183.0;82017464.0;1340972.0;25287462.0;43131822.0;796
;;;16463200.0;82087703.0;1355883.0;25295950.0;43134145.0;797
;;;16504791.0;82247881.0;1371807.0;25299300.0;43136371.0;798
;;;16523859.0;82361856.0;1385495.0;25406868.0;43138393.0;799
;;;16586268.0;82449226.0;1400358.0;25503878.0;43140068.0;800
;;;16633911.0;82466269.0;1414142.0;25592839.0;43142192.0;801
;;;16682626.0;82498369.0;1430893.0;25661838.0;43144820.0;802
;;;16726990.0;82677072.0;1446956.0;25723697.0;43147530.0;803
;;;16767773.0;82761646.0;1466859.0;25729848.0;43150215.0;804
;;;16798998.0;82965394.0;1490014.0;25732153.0;43153043.0;805
;;;16816419.0;83100539.0;1515913.0;25818405.0;43155749.0;806
;;;16872618.0;83249567.0;1541981.0;25890456.0;43158087.0;807
;;;16915301.0;83276477.0;1569185.0;25949175.0;43160832.0;808
;;;16954784.0;83296032.0;1597094.0;25998085.0;43164544.0;809
;;;16993813.0;83438446.0;1626085.0;26040460.0;43168585.0;810
;;;17030147.0;83521391.0;1652078.0;26044283.0;43172547.0;811
;;;17057873.0;83731365.0;1682737.0;26045528.0;43176817.0;812
;;;17071649.0;83876716.0;1713300.0;26109965.0;43181335.0;813
;;;17116550.0;83984555.0;1738527.0;26159106.0;43185049.0;814
;;;17147477.0;83997048.0;1762757.0;26198811.0;43190282.0;815
;;;17178199.0;84001587.0;1787635.0;26200663.0;;816
;;;17205017.0;84061301.0;1811382.0;26240639.0;;817
;;;17229263.0;84228228.0;1832597.0;26243352.0;;818
;;;17247552.0;84451901.0;1849430.0;26244107.0;;819
;;;17257573.0;84570325.0;1869000.0;26305996.0;;820
;;;17288287.0;84724329.0;1888027.0;26360953.0;;821
;;;17312432.0;84748884.0;1911669.0;26409455.0;;822
;;;17333299.0;84762022.0;1933414.0;26452148.0;;823
;;;17355119.0;84882287.0;1953258.0;26493235.0;;824
;;;17373741.0;85003945.0;1970377.0;26493235.0;;825
;;;17388877.0;;1983788.0;26496611.0;;826
;;;17396723.0;;1994593.0;26498361.0;;827
;;;17421410.0;;2005524.0;26583016.0;;828
;;;17440232.0;;2015624.0;;;829
;;;17457950.0;;2024284.0;;;830
;;;17467642.0;;2031342.0;;;831
;;;17490451.0;;2037518.0;;;832
;;;17505973.0;;2043178.0;;;833
;;;17514589.0;;2048423.0;;;834
;;;17543136.0;;2053250.0;;;835
;;;;;2057995.0;;;836
;;;;;2062668.0;;;837
;;;;;2066938.0;;;838
;;;;;2070480.0;;;839
;;;;;2072376.0;;;840
;;;;;2074583.0;;;841
;;;;;2077182.0;;;842
;;;;;2079353.0;;;843
;;;;;2081192.0;;;844
;;;;;2082624.0;;;845
;;;;;2084058.0;;;846
;;;;;2085584.0;;;847
;;;;;2086877.0;;;848
;;;;;2088229.0;;;849
;;;;;2089569.0;;;850
;;;;;2090677.0;;;851
;;;;;2091649.0;;;852
;;;;;2092491.0;;;853
;;;;;2093305.0;;;854
;;;;;2094030.0;;;855
;;;;;2094679.0;;;856
;;;;;2095275.0;;;857
;;;;;2095730.0;;;858
;;;;;2096200.0;;;859
;;;;;2096684.0;;;860
;;;;;2097282.0;;;861
;;;;;2097925.0;;;862
;;;;;2098595.0;;;863
;;;;;2099041.0;;;864
;;;;;2099865.0;;;865
;;;;;2100607.0;;;866
;;;;;2101049.0;;;867
